project_gid,project_name,custom_field_gid,custom_field_name,resource_subtype,display_value,text_value,number_value,enum_value,multi_enum_values,date_value,people_value,reference_value
1208963580488220,Responsible and Ethical AI,1209427430938675,Intended Audience,multi_enum,,,,,,,,
1208963580488220,Responsible and Ethical AI,1209427520934105,Project Funding Source,multi_enum,,,,,,,,
1208963580488220,Responsible and Ethical AI,1209427439080051,Future Iteration,multi_enum,,,,,,,,
1208963580488220,Responsible and Ethical AI,1209527325029623,Academic Department,enum,Lucy,,,Lucy,,,,
1208963580488220,Responsible and Ethical AI,1209784442313102,Project Members,people,"Brianna Stines, Lawrence Greenspun, Kevin DeCloedt",,,,,,"Brianna Stines, Lawrence Greenspun, Kevin DeCloedt",
1208963580488220,Responsible and Ethical AI,1208664289280378,Actual time rollup,number,2w 0d,,21052,,,,,
1208963580488220,Responsible and Ethical AI,1212690207649115,Current Phase,enum,,,,,,,,
1208963580488220,Responsible and Ethical AI,1212955082668042,Impact Tracker Status,enum,Up to date,,,Up to date,,,,
1208963580488220,Responsible and Ethical AI,1203976499880499,Estimated time,number,,,,,,,,
1208963580488220,Responsible and Ethical AI,1209399345312015,Academic Department / Institute,text,Lucy,Lucy,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1206060337251839,Priority,enum,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1208875849398993,ODL Project Status,enum,Asset Spreadsheet,,,Asset Spreadsheet,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1209399038539552,Type of Project,enum,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1209399337932343,Credit Bearing?,enum,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1209399102904553,Faculty Members,text,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1209399100804462,Estimated T-Shirt Size,enum,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1209399036833272,Actual T-Shirt Size,enum,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1209399099129728,Budget,number,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1209427215212489,Launch Date,multi_enum,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1209427559926066,Modality,multi_enum,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1209427424739041,Platform,multi_enum,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1209427433494706,XR Component,multi_enum,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1209427564982194,External Partner(s),text,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1209427430938675,Intended Audience,multi_enum,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1209427520934105,Project Funding Source,multi_enum,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1209427439080051,Future Iteration,multi_enum,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1209527325029623,Academic Department,enum,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1209784442313102,Project Members,people,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1208664289280378,Actual time rollup,number,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1212690207649115,Current Phase,enum,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1212955082668042,Impact Tracker Status,enum,,,,,,,,
1209018174328538,ACE Assessment Modules Asset Spreadsheet,1203976499880499,Estimated time,number,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1206060337251839,Priority,enum,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1208875849398993,ODL Project Status,enum,Asset Spreadsheet,,,Asset Spreadsheet,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1209399038539552,Type of Project,enum,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1209399337932343,Credit Bearing?,enum,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1209399102904553,Faculty Members,text,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1209399100804462,Estimated T-Shirt Size,enum,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1209399036833272,Actual T-Shirt Size,enum,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1209399099129728,Budget,number,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1209427215212489,Launch Date,multi_enum,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1209427559926066,Modality,multi_enum,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1209427424739041,Platform,multi_enum,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1209427433494706,XR Component,multi_enum,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1209427564982194,External Partner(s),text,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1209427430938675,Intended Audience,multi_enum,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1209427520934105,Project Funding Source,multi_enum,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1209427439080051,Future Iteration,multi_enum,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1209527325029623,Academic Department,enum,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1209784442313102,Project Members,people,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1208664289280378,Actual time rollup,number,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1212690207649115,Current Phase,enum,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1212955082668042,Impact Tracker Status,enum,,,,,,,,
1209101623231546,Calc I Summer Online Asset Spreadsheet,1203976499880499,Estimated time,number,,,,,,,,
1209298164735103,AI for the Notre Dame Community,1206060337251839,Priority,enum,,,,,,,,
1209298164735103,AI for the Notre Dame Community,1208875849398993,ODL Project Status,enum,In Progress,,,In Progress,,,,
1209298164735103,AI for the Notre Dame Community,1209399038539552,Type of Project,enum,New Course Design,,,New Course Design,,,,
1209298164735103,AI for the Notre Dame Community,1209399337932343,Credit Bearing?,enum,No,,,No,,,,
1209298164735103,AI for the Notre Dame Community,1209399102904553,Faculty Members,text,Nathaniel Myers,Nathaniel Myers,,,,,,
1209298164735103,AI for the Notre Dame Community,1209399100804462,Estimated T-Shirt Size,enum,L,,,L,,,,
1209298164735103,AI for the Notre Dame Community,1209399036833272,Actual T-Shirt Size,enum,,,,,,,,
1209298164735103,AI for the Notre Dame Community,1209399099129728,Budget,number,,,,,,,,
1209298164735103,AI for the Notre Dame Community,1209427215212489,Launch Date,multi_enum,,,,,,,,
1209298164735103,AI for the Notre Dame Community,1209427559926066,Modality,multi_enum,,,,,,,,
1209298164735103,AI for the Notre Dame Community,1209427424739041,Platform,multi_enum,,,,,,,,
1209298164735103,AI for the Notre Dame Community,1209427433494706,XR Component,multi_enum,,,,,,,,
1209298164735103,AI for the Notre Dame Community,1209427564982194,External Partner(s),text,,,,,,,,
1209298164735103,AI for the Notre Dame Community,1209427430938675,Intended Audience,multi_enum,,,,,,,,
1209298164735103,AI for the Notre Dame Community,1209427520934105,Project Funding Source,multi_enum,,,,,,,,
1209298164735103,AI for the Notre Dame Community,1209427439080051,Future Iteration,multi_enum,,,,,,,,
1209298164735103,AI for the Notre Dame Community,1209527325029623,Academic Department,enum,Writing Faculty,,,Writing Faculty,,,,
1209298164735103,AI for the Notre Dame Community,1209784442313102,Project Members,people,"Lawrence Greenspun, Yi Lu, Kevin DeCloedt",,,,,,"Lawrence Greenspun, Yi Lu, Kevin DeCloedt",
1209298164735103,AI for the Notre Dame Community,1208664289280378,Actual time rollup,number,2w 4d,,26921,,,,,
1209298164735103,AI for the Notre Dame Community,1212690207649115,Current Phase,enum,QA,,,QA,,,,
1209298164735103,AI for the Notre Dame Community,1212955082668042,Impact Tracker Status,enum,Outdated,,,Outdated,,,,
1209298164735103,AI for the Notre Dame Community,1203976499880499,Estimated time,number,,,,,,,,
1209298164735103,AI for the Notre Dame Community,1209399345312015,Academic Department / Institute,text,?Writing Faculty?,?Writing Faculty?,,,,,,
1209298164735103,AI for the Notre Dame Community,1216016157752503,Actual time (total),number,336h 55m,,20215,,,,,
1209298164735103,AI for the Notre Dame Community,1216016157752495,Estimated time (total),number,22h 00m,,1320,,,,,
1209417474929053,Business on the Frontlines XR,1206060337251839,Priority,enum,,,,,,,,
1209417474929053,Business on the Frontlines XR,1208875849398993,ODL Project Status,enum,Complete,,,Complete,,,,
1209417474929053,Business on the Frontlines XR,1209399038539552,Type of Project,enum,"XR Project (VR, AR, MR)",,,"XR Project (VR, AR, MR)",,,,
1209417474929053,Business on the Frontlines XR,1209399337932343,Credit Bearing?,enum,No,,,No,,,,
1209417474929053,Business on the Frontlines XR,1209399102904553,Faculty Members,text,Kelly Rubey,Kelly Rubey,,,,,,
1209417474929053,Business on the Frontlines XR,1209399100804462,Estimated T-Shirt Size,enum,M,,,M,,,,
1209417474929053,Business on the Frontlines XR,1209399036833272,Actual T-Shirt Size,enum,,,,,,,,
1209417474929053,Business on the Frontlines XR,1209399099129728,Budget,number,,,,,,,,
1209417474929053,Business on the Frontlines XR,1209427215212489,Launch Date,multi_enum,,,,,,,,
1209417474929053,Business on the Frontlines XR,1209427559926066,Modality,multi_enum,,,,,,,,
1209417474929053,Business on the Frontlines XR,1209427424739041,Platform,multi_enum,,,,,,,,
1209417474929053,Business on the Frontlines XR,1209427433494706,XR Component,multi_enum,,,,,,,,
1209417474929053,Business on the Frontlines XR,1209427564982194,External Partner(s),text,,,,,,,,
1209417474929053,Business on the Frontlines XR,1209427430938675,Intended Audience,multi_enum,,,,,,,,
1209417474929053,Business on the Frontlines XR,1209427520934105,Project Funding Source,multi_enum,,,,,,,,
1209417474929053,Business on the Frontlines XR,1209427439080051,Future Iteration,multi_enum,,,,,,,,
1209417474929053,Business on the Frontlines XR,1209527325029623,Academic Department,enum,Mendoza,,,Mendoza,,,,
1209417474929053,Business on the Frontlines XR,1209784442313102,Project Members,people,"Michael Takami, Michael Lerma, KC Frye",,,,,,"Michael Takami, Michael Lerma, KC Frye",
1209417474929053,Business on the Frontlines XR,1208664289280378,Actual time rollup,number,,,,,,,,
1209417474929053,Business on the Frontlines XR,1212690207649115,Current Phase,enum,,,,,,,,
1209417474929053,Business on the Frontlines XR,1212955082668042,Impact Tracker Status,enum,Outdated,,,Outdated,,,,
1209417474929053,Business on the Frontlines XR,1203976499880499,Estimated time,number,,,,,,,,
1209417474929053,Business on the Frontlines XR,1209399345312015,Academic Department / Institute,text,Mendoza,Mendoza,,,,,,
1209679644127773,Radio Systems Course,1206060337251839,Priority,enum,,,,,,,,
1209679644127773,Radio Systems Course,1208875849398993,ODL Project Status,enum,In Progress,,,In Progress,,,,
1209679644127773,Radio Systems Course,1209399038539552,Type of Project,enum,Research Project,,,Research Project,,,,
1209679644127773,Radio Systems Course,1209399337932343,Credit Bearing?,enum,No,,,No,,,,
1209679644127773,Radio Systems Course,1209399102904553,Faculty Members,text,Nick Laneman,Nick Laneman,,,,,,
1209679644127773,Radio Systems Course,1209399100804462,Estimated T-Shirt Size,enum,L,,,L,,,,
1209679644127773,Radio Systems Course,1209399036833272,Actual T-Shirt Size,enum,,,,,,,,
1209679644127773,Radio Systems Course,1209399099129728,Budget,number,,,,,,,,
1209679644127773,Radio Systems Course,1209427215212489,Launch Date,multi_enum,,,,,,,,
1209679644127773,Radio Systems Course,1209427559926066,Modality,multi_enum,,,,,,,,
1209679644127773,Radio Systems Course,1209427424739041,Platform,multi_enum,,,,,,,,
1209679644127773,Radio Systems Course,1209427433494706,XR Component,multi_enum,,,,,,,,
1209679644127773,Radio Systems Course,1209427564982194,External Partner(s),text,,,,,,,,
1209679644127773,Radio Systems Course,1209427430938675,Intended Audience,multi_enum,,,,,,,,
1209679644127773,Radio Systems Course,1209427520934105,Project Funding Source,multi_enum,,,,,,,,
1209679644127773,Radio Systems Course,1209427439080051,Future Iteration,multi_enum,,,,,,,,
1209679644127773,Radio Systems Course,1209527325029623,Academic Department,enum,Engineering,,,Engineering,,,,
1209679644127773,Radio Systems Course,1209784442313102,Project Members,people,"Lawrence Greenspun, Kuangchen Hsu, Kevin DeCloedt",,,,,,"Lawrence Greenspun, Kuangchen Hsu, Kevin DeCloedt",
1209679644127773,Radio Systems Course,1208664289280378,Actual time rollup,number,6d 3h,,8865,,,,,
1209679644127773,Radio Systems Course,1212690207649115,Current Phase,enum,,,,,,,,
1209679644127773,Radio Systems Course,1212955082668042,Impact Tracker Status,enum,Outdated,,,Outdated,,,,
1209679644127773,Radio Systems Course,1203976499880499,Estimated time,number,,,,,,,,
1209679644127773,Radio Systems Course,1216016157752495,Estimated time (total),number,8h 00m,,480,,,,,
1209679644127773,Radio Systems Course,1216016157752503,Actual time (total),number,122h 00m,,7320,,,,,
1209741238247552,Political Science SO Course,1208875849398993,ODL Project Status,enum,On Hold,,,On Hold,,,,
1209741238247552,Political Science SO Course,1209399038539552,Type of Project,enum,New Course Design,,,New Course Design,,,,
1209741238247552,Political Science SO Course,1209399337932343,Credit Bearing?,enum,Yes,,,Yes,,,,
1209741238247552,Political Science SO Course,1209784442313102,Project Members,people,"Kuangchen Hsu, Lawrence Greenspun",,,,,,"Kuangchen Hsu, Lawrence Greenspun",
1209741238247552,Political Science SO Course,1209399100804462,Estimated T-Shirt Size,enum,S,,,S,,,,
1209741238247552,Political Science SO Course,1209527325029623,Academic Department,enum,Political Science,,,Political Science,,,,
1209741238247552,Political Science SO Course,1209399102904553,Faculty Members,text,Angela McCarthy,Angela McCarthy,,,,,,
1209741238247552,Political Science SO Course,1208664289280378,Actual time rollup,number,4h 25m,,265,,,,,
1210951195644528,LD Projects,1206060337251839,Priority,enum,,,,,,,,
1210951195644528,LD Projects,1208875849398993,ODL Project Status,enum,,,,,,,,
1210951195644528,LD Projects,1209399038539552,Type of Project,enum,,,,,,,,
1210951195644528,LD Projects,1209399337932343,Credit Bearing?,enum,,,,,,,,
1210951195644528,LD Projects,1209399102904553,Faculty Members,text,,,,,,,,
1210951195644528,LD Projects,1209399100804462,Estimated T-Shirt Size,enum,,,,,,,,
1210951195644528,LD Projects,1209399036833272,Actual T-Shirt Size,enum,,,,,,,,
1210951195644528,LD Projects,1209399099129728,Budget,number,,,,,,,,
1210951195644528,LD Projects,1209427215212489,Launch Date,multi_enum,,,,,,,,
1210951195644528,LD Projects,1209427559926066,Modality,multi_enum,,,,,,,,
1210951195644528,LD Projects,1209427424739041,Platform,multi_enum,,,,,,,,
1210951195644528,LD Projects,1209427433494706,XR Component,multi_enum,,,,,,,,
1210951195644528,LD Projects,1209427564982194,External Partner(s),text,,,,,,,,
1210951195644528,LD Projects,1209427430938675,Intended Audience,multi_enum,,,,,,,,
1210951195644528,LD Projects,1209427520934105,Project Funding Source,multi_enum,,,,,,,,
1210951195644528,LD Projects,1209427439080051,Future Iteration,multi_enum,,,,,,,,
1210951195644528,LD Projects,1209527325029623,Academic Department,enum,,,,,,,,
1210951195644528,LD Projects,1209784442313102,Project Members,people,,,,,,,,
1210951195644528,LD Projects,1208664289280378,Actual time rollup,number,3d 22h,,5680,,,,,
1210951195644528,LD Projects,1212690207649115,Current Phase,enum,,,,,,,,
1210951195644528,LD Projects,1212955082668042,Impact Tracker Status,enum,,,,,,,,
1210951195644528,LD Projects,1203976499880499,Estimated time,number,,,,,,,,
1210988557115684,Fall 2025 Faculty AI in Teaching and Learning Needs Assessment,1207871566050150,NDL Project Status,enum,Project Initiated - Kaneb Center,,,Project Initiated - Kaneb Center,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1206060337251839,Priority,enum,,,,,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1208875849398993,ODL Project Status,enum,Complete,,,Complete,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1209399038539552,Type of Project,enum,Course Redesign / Refresh,,,Course Redesign / Refresh,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1209399337932343,Credit Bearing?,enum,Yes,,,Yes,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1209399102904553,Faculty Members,text,,,,,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1209399100804462,Estimated T-Shirt Size,enum,,,,,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1209399036833272,Actual T-Shirt Size,enum,,,,,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1209399099129728,Budget,number,,,,,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1209427215212489,Launch Date,multi_enum,,,,,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1209427559926066,Modality,multi_enum,,,,,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1209427424739041,Platform,multi_enum,,,,,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1209427433494706,XR Component,multi_enum,,,,,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1209427564982194,External Partner(s),text,,,,,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1209427430938675,Intended Audience,multi_enum,,,,,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1209427520934105,Project Funding Source,multi_enum,,,,,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1209427439080051,Future Iteration,multi_enum,,,,,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1209527325029623,Academic Department,enum,ACE,,,ACE,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1209784442313102,Project Members,people,"Yi Lu, Janyl Ismailova, Michael Lerma",,,,,,"Yi Lu, Janyl Ismailova, Michael Lerma",
1211134268245785,ACE Higher Powered Learning (HPL),1208664289280378,Actual time rollup,number,2d 1h,,2940,,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1212690207649115,Current Phase,enum,QA,,,QA,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1212955082668042,Impact Tracker Status,enum,Up to date,,,Up to date,,,,
1211134268245785,ACE Higher Powered Learning (HPL),1203976499880499,Estimated time,number,,,,,,,,
1211360177216094,360 XR Workshop,1206060337251839,Priority,enum,,,,,,,,
1211360177216094,360 XR Workshop,1208875849398993,ODL Project Status,enum,Complete,,,Complete,,,,
1211360177216094,360 XR Workshop,1209399038539552,Type of Project,enum,,,,,,,,
1211360177216094,360 XR Workshop,1209399337932343,Credit Bearing?,enum,,,,,,,,
1211360177216094,360 XR Workshop,1209399102904553,Faculty Members,text,,,,,,,,
1211360177216094,360 XR Workshop,1209399100804462,Estimated T-Shirt Size,enum,,,,,,,,
1211360177216094,360 XR Workshop,1209399036833272,Actual T-Shirt Size,enum,,,,,,,,
1211360177216094,360 XR Workshop,1209399099129728,Budget,number,,,,,,,,
1211360177216094,360 XR Workshop,1209427215212489,Launch Date,multi_enum,,,,,,,,
1211360177216094,360 XR Workshop,1209427559926066,Modality,multi_enum,,,,,,,,
1211360177216094,360 XR Workshop,1209427424739041,Platform,multi_enum,,,,,,,,
1211360177216094,360 XR Workshop,1209427433494706,XR Component,multi_enum,,,,,,,,
1211360177216094,360 XR Workshop,1209427564982194,External Partner(s),text,,,,,,,,
1211360177216094,360 XR Workshop,1209427430938675,Intended Audience,multi_enum,,,,,,,,
1211360177216094,360 XR Workshop,1209427520934105,Project Funding Source,multi_enum,,,,,,,,
1211360177216094,360 XR Workshop,1209427439080051,Future Iteration,multi_enum,,,,,,,,
1211360177216094,360 XR Workshop,1209527325029623,Academic Department,enum,,,,,,,,
1211360177216094,360 XR Workshop,1209784442313102,Project Members,people,"Yi Lu, KC Frye",,,,,,"Yi Lu, KC Frye",
1211360177216094,360 XR Workshop,1208664289280378,Actual time rollup,number,,,,,,,,
1211360177216094,360 XR Workshop,1212690207649115,Current Phase,enum,,,,,,,,
1211360177216094,360 XR Workshop,1212955082668042,Impact Tracker Status,enum,Up to date,,,Up to date,,,,
1211360177216094,360 XR Workshop,1203976499880499,Estimated time,number,,,,,,,,
1211360177216098,Summer Online 2026,1206060337251839,Priority,enum,,,,,,,,
1211360177216098,Summer Online 2026,1208875849398993,ODL Project Status,enum,In Progress,,,In Progress,,,,
1211360177216098,Summer Online 2026,1209399038539552,Type of Project,enum,,,,,,,,
1211360177216098,Summer Online 2026,1209399337932343,Credit Bearing?,enum,,,,,,,,
1211360177216098,Summer Online 2026,1209399102904553,Faculty Members,text,,,,,,,,
1211360177216098,Summer Online 2026,1209399100804462,Estimated T-Shirt Size,enum,,,,,,,,
1211360177216098,Summer Online 2026,1209399036833272,Actual T-Shirt Size,enum,,,,,,,,
1211360177216098,Summer Online 2026,1209399099129728,Budget,number,,,,,,,,
1211360177216098,Summer Online 2026,1209427215212489,Launch Date,multi_enum,,,,,,,,
1211360177216098,Summer Online 2026,1209427559926066,Modality,multi_enum,,,,,,,,
1211360177216098,Summer Online 2026,1209427424739041,Platform,multi_enum,,,,,,,,
1211360177216098,Summer Online 2026,1209427433494706,XR Component,multi_enum,,,,,,,,
1211360177216098,Summer Online 2026,1209427564982194,External Partner(s),text,,,,,,,,
1211360177216098,Summer Online 2026,1209427430938675,Intended Audience,multi_enum,,,,,,,,
1211360177216098,Summer Online 2026,1209427520934105,Project Funding Source,multi_enum,,,,,,,,
1211360177216098,Summer Online 2026,1209427439080051,Future Iteration,multi_enum,,,,,,,,
1211360177216098,Summer Online 2026,1209527325029623,Academic Department,enum,,,,,,,,
1211360177216098,Summer Online 2026,1209784442313102,Project Members,people,,,,,,,,
1211360177216098,Summer Online 2026,1208664289280378,Actual time rollup,number,5h 00m,,300,,,,,
1211360177216098,Summer Online 2026,1212690207649115,Current Phase,enum,,,,,,,,
1211360177216098,Summer Online 2026,1212955082668042,Impact Tracker Status,enum,Up to date,,,Up to date,,,,
1211360177216098,Summer Online 2026,1203976499880499,Estimated time,number,,,,,,,,
1211360177216098,Summer Online 2026,1216016157752495,Estimated time (total),number,99h 00m,,5940,,,,,
1211360177216098,Summer Online 2026,1216016157752503,Actual time (total),number,24h 30m,,1470,,,,,
1211489930659695,MS-ACMS Faculty Videos,1206060337251839,Priority,enum,,,,,,,,
1211489930659695,MS-ACMS Faculty Videos,1208875849398993,ODL Project Status,enum,Complete,,,Complete,,,,
1211489930659695,MS-ACMS Faculty Videos,1209399038539552,Type of Project,enum,,,,,,,,
1211489930659695,MS-ACMS Faculty Videos,1209399337932343,Credit Bearing?,enum,,,,,,,,
1211489930659695,MS-ACMS Faculty Videos,1209399102904553,Faculty Members,text,,,,,,,,
1211489930659695,MS-ACMS Faculty Videos,1209399100804462,Estimated T-Shirt Size,enum,,,,,,,,
1211489930659695,MS-ACMS Faculty Videos,1209399036833272,Actual T-Shirt Size,enum,,,,,,,,
1211489930659695,MS-ACMS Faculty Videos,1209399099129728,Budget,number,,,,,,,,
1211489930659695,MS-ACMS Faculty Videos,1209427215212489,Launch Date,multi_enum,,,,,,,,
1211489930659695,MS-ACMS Faculty Videos,1209427559926066,Modality,multi_enum,,,,,,,,
1211489930659695,MS-ACMS Faculty Videos,1209427424739041,Platform,multi_enum,,,,,,,,
1211489930659695,MS-ACMS Faculty Videos,1209427433494706,XR Component,multi_enum,,,,,,,,
1211489930659695,MS-ACMS Faculty Videos,1209427564982194,External Partner(s),text,,,,,,,,
1211489930659695,MS-ACMS Faculty Videos,1209427430938675,Intended Audience,multi_enum,,,,,,,,
1211489930659695,MS-ACMS Faculty Videos,1209427520934105,Project Funding Source,multi_enum,,,,,,,,
1211489930659695,MS-ACMS Faculty Videos,1209427439080051,Future Iteration,multi_enum,,,,,,,,
1211489930659695,MS-ACMS Faculty Videos,1209527325029623,Academic Department,enum,,,,,,,,
1211489930659695,MS-ACMS Faculty Videos,1209784442313102,Project Members,people,"Matthew Simmons, Janyl Ismailova",,,,,,"Matthew Simmons, Janyl Ismailova",
1211489930659695,MS-ACMS Faculty Videos,1208664289280378,Actual time rollup,number,5h 00m,,300,,,,,
1211489930659695,MS-ACMS Faculty Videos,1212690207649115,Current Phase,enum,,,,,,,,
1211489930659695,MS-ACMS Faculty Videos,1212955082668042,Impact Tracker Status,enum,Up to date,,,Up to date,,,,
1211489930659695,MS-ACMS Faculty Videos,1203976499880499,Estimated time,number,,,,,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1206060337251839,Priority,enum,,,,,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1208875849398993,ODL Project Status,enum,In Progress,,,In Progress,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1209399038539552,Type of Project,enum,New Course Design,,,New Course Design,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1209399337932343,Credit Bearing?,enum,Yes,,,Yes,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1209399102904553,Faculty Members,text,,,,,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1209399100804462,Estimated T-Shirt Size,enum,L,,,L,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1209399036833272,Actual T-Shirt Size,enum,,,,,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1209399099129728,Budget,number,,,,,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1209427215212489,Launch Date,multi_enum,,,,,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1209427559926066,Modality,multi_enum,,,,,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1209427424739041,Platform,multi_enum,,,,,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1209427433494706,XR Component,multi_enum,,,,,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1209427564982194,External Partner(s),text,,,,,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1209427430938675,Intended Audience,multi_enum,,,,,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1209427520934105,Project Funding Source,multi_enum,,,,,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1209427439080051,Future Iteration,multi_enum,,,,,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1209527325029623,Academic Department,enum,Arts and Letters,,,Arts and Letters,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1209784442313102,Project Members,people,"Brianna Stines, Michael Lerma, Kevin DeCloedt",,,,,,"Brianna Stines, Michael Lerma, Kevin DeCloedt",
1211653962736510,Business for Humans | Sheedy Family Program,1208664289280378,Actual time rollup,number,3d 20h,,5550,,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1212690207649115,Current Phase,enum,Design,,,Design,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1212955082668042,Impact Tracker Status,enum,Up to date,,,Up to date,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1203976499880499,Estimated time,number,,,,,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1207871566050150,NDL Project Status,enum,Project Initiated - ODL,,,Project Initiated - ODL,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1216016157752495,Estimated time (total),number,178h 00m,,10680,,,,,
1211653962736510,Business for Humans | Sheedy Family Program,1216016157752503,Actual time (total),number,195h 20m,,11720,,,,,
1211654114707733,ND-IBM Tech Ethics Lab Video Content Development,1206060337251839,Priority,enum,,,,,,,,
1211654114707733,ND-IBM Tech Ethics Lab Video Content Development,1208875849398993,ODL Project Status,enum,In Progress,,,In Progress,,,,
1211654114707733,ND-IBM Tech Ethics Lab Video Content Development,1209399038539552,Type of Project,enum,Media Creation,,,Media Creation,,,,
1211654114707733,ND-IBM Tech Ethics Lab Video Content Development,1209399337932343,Credit Bearing?,enum,No,,,No,,,,
1211654114707733,ND-IBM Tech Ethics Lab Video Content Development,1209399102904553,Faculty Members,text,,,,,,,,
1211654114707733,ND-IBM Tech Ethics Lab Video Content Development,1209399100804462,Estimated T-Shirt Size,enum,,,,,,,,
