project_gid,project_name,custom_field_gid,custom_field_name,resource_subtype,display_value,text_value,number_value,enum_value,multi_enum_values,date_value,people_value,reference_value
1206407681046274,Summer Online 2024,1207760971753571,Progress,enum,Evaluation,,,Evaluation,,,,
1206407681046274,Summer Online 2024,1207789348846048,Weekly Meeting Status,enum,Complete!,,,Complete!,,,,
1206407681046274,Summer Online 2024,1207867857544034,Project Point Person,people,Brianna Stines,,,,,,Brianna Stines,
1206407681046274,Summer Online 2024,1206060337251839,Priority,enum,,,,,,,,
1206407681046274,Summer Online 2024,1208711651902976,End Date,date,,,,,,,,
1206407681046274,Summer Online 2024,1208664289280378,Actual time rollup,number,,,,,,,,
1206407681046274,Summer Online 2024,1207789356643216,Project Type,enum,Signature Project,,,Signature Project,,,,
1206407681046274,Summer Online 2024,1208709671963773,Started Range,enum,June 2024 - Dec 2024,,,June 2024 - Dec 2024,,,,
1206407681046274,Summer Online 2024,1209308807420092,Post-Project Status,enum,No report produced,,,No report produced,,,,
1206407681046274,Summer Online 2024,1209399038539552,Type of Project,enum,Special Project / Internal NDL Project,,,Special Project / Internal NDL Project,,,,
1206407681046274,Summer Online 2024,1209399102904553,Faculty Members,text,n/a,n/a,,,,,,
1206407681046274,Summer Online 2024,1209784442313102,Project Members,people,"Brianna Stines, Yi Lu, Kuangchen Hsu",,,,,,"Brianna Stines, Yi Lu, Kuangchen Hsu",
1206407681046274,Summer Online 2024,1209399337932343,Credit Bearing?,enum,No,,,No,,,,
1206407681046274,Summer Online 2024,1209399100804462,Estimated T-Shirt Size,enum,Unique,,,Unique,,,,
1207338575319394,ACE Ascent Phase III,1207760971753571,Progress,enum,Launch,,,Launch,,,,
1207338575319394,ACE Ascent Phase III,1207789348846048,Weekly Meeting Status,enum,Complete!,,,Complete!,,,,
1207338575319394,ACE Ascent Phase III,1207867857544034,Project Point Person,people,Brianna Stines,,,,,,Brianna Stines,
1207338575319394,ACE Ascent Phase III,1206060337251839,Priority,enum,,,,,,,,
1207338575319394,ACE Ascent Phase III,1208711651902976,End Date,date,,,,,,,,
1207338575319394,ACE Ascent Phase III,1208664289280378,Actual time rollup,number,,,,,,,,
1207338575319394,ACE Ascent Phase III,1207789356643216,Project Type,enum,Signature Project,,,Signature Project,,,,
1207338575319394,ACE Ascent Phase III,1208709671963773,Started Range,enum,June 2024 - Dec 2024,,,June 2024 - Dec 2024,,,,
1207338575319394,ACE Ascent Phase III,1209308807420092,Post-Project Status,enum,No report produced,,,No report produced,,,,
1207338575319394,ACE Ascent Phase III,1209399038539552,Type of Project,enum,New Course Design,,,New Course Design,,,,
1207338575319394,ACE Ascent Phase III,1209527325029623,Academic Department,enum,ACE,,,ACE,,,,
1207338575319394,ACE Ascent Phase III,1209784442313102,Project Members,people,"Brianna Stines, Matthew Simmons, Colin Gallagher",,,,,,"Brianna Stines, Matthew Simmons, Colin Gallagher",
1207338575319394,ACE Ascent Phase III,1209399337932343,Credit Bearing?,enum,Yes,,,Yes,,,,
1207338575319394,ACE Ascent Phase III,1209399100804462,Estimated T-Shirt Size,enum,XL,,,XL,,,,
1207338575319394,ACE Ascent Phase III,1209399036833272,Actual T-Shirt Size,enum,XL,,,XL,,,,
1207473416887601,Sprint: Interactive (Elena) ,1207760971753571,Progress,enum,Evaluation,,,Evaluation,,,,
1207473416887601,Sprint: Interactive (Elena) ,1207789348846048,Weekly Meeting Status,enum,Evaluation Sent to Faculty,,,Evaluation Sent to Faculty,,,,
1207473416887601,Sprint: Interactive (Elena) ,1207867857544034,Project Point Person,people,Brianna Stines,,,,,,Brianna Stines,
1207473416887601,Sprint: Interactive (Elena) ,1206060337251839,Priority,enum,,,,,,,,
1207473416887601,Sprint: Interactive (Elena) ,1208711651902976,End Date,date,,,,,,,,
1207473416887601,Sprint: Interactive (Elena) ,1208664289280378,Actual time rollup,number,1h 00m,,60,,,,,
1207473416887601,Sprint: Interactive (Elena) ,1207789356643216,Project Type,enum,Summer Sprint,,,Summer Sprint,,,,
1207473416887601,Sprint: Interactive (Elena) ,1208709671963773,Started Range,enum,June 2024 - Dec 2024,,,June 2024 - Dec 2024,,,,
1207728646024488,AI Video Series,1207760971753571,Progress,enum,Pre-Production,,,Pre-Production,,,,
1207728646024488,AI Video Series,1207789356643216,Project Type,enum,Media Only,,,Media Only,,,,
1207728646024488,AI Video Series,1207789348846048,Weekly Meeting Status,enum,On Hold,,,On Hold,,,,
1207728646024488,AI Video Series,1207867857544034,Project Point Person,people,"Kevin DeCloedt, John Corba",,,,,,"Kevin DeCloedt, John Corba",
1207728646024488,AI Video Series,1208664289280378,Actual time rollup,number,3h 00m,,180,,,,,
1207728646024488,AI Video Series,1208709671963773,Started Range,enum,June 2024 - Dec 2024,,,June 2024 - Dec 2024,,,,
1207728646024488,AI Video Series,1208875849398993,ODL Project Status,enum,Complete,,,Complete,,,,
1207728646024488,AI Video Series,1210173296995942,Working Group Project Status,enum,Completed,,,Completed,,,,
1207728646026750,Implicit Bias,1207760971753571,Progress,enum,On Hold,,,On Hold,,,,
1207728646026750,Implicit Bias,1207789348846048,Weekly Meeting Status,enum,On Hold,,,On Hold,,,,
1207728646026750,Implicit Bias,1208875849398993,ODL Project Status,enum,On Hold,,,On Hold,,,,
1207760971753709,Dengue Awareness,1207760971753571,Progress,enum,On Hold,,,On Hold,,,,
1207760971753709,Dengue Awareness,1207789348846048,Weekly Meeting Status,enum,On Hold,,,On Hold,,,,
1207760971753709,Dengue Awareness,1207867857544034,Project Point Person,people,Sonia Howell,,,,,,Sonia Howell,
1207760971753709,Dengue Awareness,1208875849398993,ODL Project Status,enum,On Hold,,,On Hold,,,,
1207760971753716,FCTA - Physics I,1207760971753571,Progress,enum,Design,,,Design,,,,
1207760971753716,FCTA - Physics I,1207789348846048,Weekly Meeting Status,enum,In Progress,,,In Progress,,,,
1207760971753716,FCTA - Physics I,1207867857544034,Project Point Person,people,Brianna Stines,,,,,,Brianna Stines,
1207760971753716,FCTA - Physics I,1206060337251839,Priority,enum,,,,,,,,
1207760971753716,FCTA - Physics I,1208711651902976,End Date,date,,,,,,,,
1207760971753716,FCTA - Physics I,1208664289280378,Actual time rollup,number,4d 9h,,6310,,,,,
1207760971753716,FCTA - Physics I,1207789356643216,Project Type,enum,Signature Project,,,Signature Project,,,,
1207760971753716,FCTA - Physics I,1208709671963773,Started Range,enum,June 2024 - Dec 2024,,,June 2024 - Dec 2024,,,,
1207760971753716,FCTA - Physics I,1208875849398993,ODL Project Status,enum,Complete,,,Complete,,,,
1207760971753716,FCTA - Physics I,1209399038539552,Type of Project,enum,New Course Design,,,New Course Design,,,,
1207760971753716,FCTA - Physics I,1209399337932343,Credit Bearing?,enum,Yes,,,Yes,,,,
1207760971753716,FCTA - Physics I,1209399102904553,Faculty Members,text,Jenna Smith,Jenna Smith,,,,,,
1207760971753716,FCTA - Physics I,1209399100804462,Estimated T-Shirt Size,enum,XL,,,XL,,,,
1207760971753716,FCTA - Physics I,1209399036833272,Actual T-Shirt Size,enum,,,,,,,,
1207760971753716,FCTA - Physics I,1209399099129728,Budget,number,,,,,,,,
1207760971753716,FCTA - Physics I,1209427215212489,Launch Date,multi_enum,,,,,,,,
1207760971753716,FCTA - Physics I,1209427559926066,Modality,multi_enum,,,,,,,,
1207760971753716,FCTA - Physics I,1209427424739041,Platform,multi_enum,,,,,,,,
1207760971753716,FCTA - Physics I,1209427433494706,XR Component,multi_enum,,,,,,,,
1207760971753716,FCTA - Physics I,1209427564982194,External Partner(s),text,,,,,,,,
1207760971753716,FCTA - Physics I,1209427430938675,Intended Audience,multi_enum,,,,,,,,
1207760971753716,FCTA - Physics I,1209427520934105,Project Funding Source,multi_enum,,,,,,,,
1207760971753716,FCTA - Physics I,1209427439080051,Future Iteration,multi_enum,,,,,,,,
1207760971753716,FCTA - Physics I,1209527325029623,Academic Department,enum,Science,,,Science,,,,
1207760971753716,FCTA - Physics I,1209784442313102,Project Members,people,"Kuangchen Hsu, Brianna Stines, Michael Lerma, Kevin DeCloedt, Colin Gallagher",,,,,,"Kuangchen Hsu, Brianna Stines, Michael Lerma, Kevin DeCloedt, Colin Gallagher",
1207760971753716,FCTA - Physics I,1212690207649115,Current Phase,enum,,,,,,,,
1207760971753716,FCTA - Physics I,1212955082668042,Impact Tracker Status,enum,Outdated,,,Outdated,,,,
1207760971753716,FCTA - Physics I,1203976499880499,Estimated time,number,,,,,,,,
1207760971753716,FCTA - Physics I,1209399345312015,Academic Department / Institute,text,Science,Science,,,,,,
1207760971753758,Consultations,1207760971753571,Progress,enum,,,,,,,,
1207760971753758,Consultations,1207789348846048,Weekly Meeting Status,enum,In Progress,,,In Progress,,,,
1207760971753758,Consultations,1207867857544034,Project Point Person,people,Kuangchen Hsu,,,,,,Kuangchen Hsu,
1207760971753758,Consultations,1206060337251839,Priority,enum,,,,,,,,
1207760971753758,Consultations,1208711651902976,End Date,date,,,,,,,,
1207760971753758,Consultations,1208664289280378,Actual time rollup,number,,,,,,,,
1207760971753758,Consultations,1207789356643216,Project Type,enum,Consultation,,,Consultation,,,,
1207760971753758,Consultations,1208709671963773,Started Range,enum,June 2024 - Dec 2024,,,June 2024 - Dec 2024,,,,
1207816481565083,Gen Chem Intro Video ,1207760971753571,Progress,enum,Evaluation,,,Evaluation,,,,
1207816481565083,Gen Chem Intro Video ,1207789348846048,Weekly Meeting Status,enum,Complete!,,,Complete!,,,,
1207816481565083,Gen Chem Intro Video ,1207867857544034,Project Point Person,people,John Corba,,,,,,John Corba,
1207816481565083,Gen Chem Intro Video ,1206060337251839,Priority,enum,,,,,,,,
1207816481565083,Gen Chem Intro Video ,1208711651902976,End Date,date,,,,,,,,
1207816481565083,Gen Chem Intro Video ,1208664289280378,Actual time rollup,number,13h 30m,,810,,,,,
1207816481565083,Gen Chem Intro Video ,1207789356643216,Project Type,enum,Media Only,,,Media Only,,,,
1207816481565083,Gen Chem Intro Video ,1208709671963773,Started Range,enum,June 2024 - Dec 2024,,,June 2024 - Dec 2024,,,,
1207816481565083,Gen Chem Intro Video ,1209308807420092,Post-Project Status,enum,No report produced,,,No report produced,,,,
1207816481565083,Gen Chem Intro Video ,1209399038539552,Type of Project,enum,Media Creation,,,Media Creation,,,,
1207816481565083,Gen Chem Intro Video ,1209527325029623,Academic Department,enum,Science,,,Science,,,,
1207816481565083,Gen Chem Intro Video ,1209399102904553,Faculty Members,text,Susan Del Valle,Susan Del Valle,,,,,,
1207816481565083,Gen Chem Intro Video ,1209784442313102,Project Members,people,John Corba,,,,,,John Corba,
1207816481565083,Gen Chem Intro Video ,1209399337932343,Credit Bearing?,enum,No,,,No,,,,
1207816481565083,Gen Chem Intro Video ,1209399100804462,Estimated T-Shirt Size,enum,XS,,,XS,,,,
1207816481565083,Gen Chem Intro Video ,1209399036833272,Actual T-Shirt Size,enum,XS,,,XS,,,,
1207833209424691,Military Testimonial,1207789348846048,Weekly Meeting Status,enum,Complete!,,,Complete!,,,,
1207833209424691,Military Testimonial,1207760971753571,Progress,enum,Evaluation,,,Evaluation,,,,
1207833209424691,Military Testimonial,1207789356643216,Project Type,enum,Media Only,,,Media Only,,,,
1207833209424691,Military Testimonial,1207867857544034,Project Point Person,people,Matthew Simmons,,,,,,Matthew Simmons,
1207833209424691,Military Testimonial,1208709671963773,Started Range,enum,June 2024 - Dec 2024,,,June 2024 - Dec 2024,,,,
1207833209424691,Military Testimonial,1209308807420092,Post-Project Status,enum,Report Created,,,Report Created,,,,
1207833209424691,Military Testimonial,1209399038539552,Type of Project,enum,Media Creation,,,Media Creation,,,,
1207833209424691,Military Testimonial,1209802737493882,# of Learning Design Responses,number,5.0,,5,,,,,
1207833209424691,Military Testimonial,1209802559743879,Media Ranking,number,5.0,,5,,,,,
1207833209424691,Military Testimonial,1209802562803570,PM Ranking,number,5.0,,5,,,,,
1207833209424691,Military Testimonial,1209802603699530,Learning Design Rank,number,5.0,,5,,,,,
1207833209424691,Military Testimonial,1209802747583675,# of Media Responses,number,2.0,,2,,,,,
1207833209424691,Military Testimonial,1209802575177144,# of PM Responses,number,1.0,,1,,,,,
1207833209424691,Military Testimonial,1209784442313102,Project Members,people,Matthew Simmons,,,,,,Matthew Simmons,
1207833209424691,Military Testimonial,1209527325029623,Academic Department,enum,Office of Military and Veteran Affairs,,,Office of Military and Veteran Affairs,,,,
1207833209424691,Military Testimonial,1209399337932343,Credit Bearing?,enum,No,,,No,,,,
1207833209424691,Military Testimonial,1209399100804462,Estimated T-Shirt Size,enum,S,,,S,,,,
1207833209424691,Military Testimonial,1209399036833272,Actual T-Shirt Size,enum,M,,,M,,,,
1207868904625413,ODL Project Reflection Report,1207760971753571,Progress,enum,Intake,,,Intake,,,,
1207868904625413,ODL Project Reflection Report,1207789348846048,Weekly Meeting Status,enum,In Progress,,,In Progress,,,,
1207868904625413,ODL Project Reflection Report,1207867857544034,Project Point Person,people,"Kuangchen Hsu, Sonia Howell",,,,,,"Kuangchen Hsu, Sonia Howell",
1207868904625413,ODL Project Reflection Report,1206060337251839,Priority,enum,,,,,,,,
1207868904625413,ODL Project Reflection Report,1208711651902976,End Date,date,,,,,,,,
1207868904625413,ODL Project Reflection Report,1208664289280378,Actual time rollup,number,,,,,,,,
1207868904625413,ODL Project Reflection Report,1207789356643216,Project Type,enum,Special Project,,,Special Project,,,,
1207868904625413,ODL Project Reflection Report,1208709671963773,Started Range,enum,June 2024 - Dec 2024,,,June 2024 - Dec 2024,,,,
1207868904625413,ODL Project Reflection Report,1208875849398993,ODL Project Status,enum,In Progress,,,In Progress,,,,
1207868904625413,ODL Project Reflection Report,1209399038539552,Type of Project,enum,Special Project / Internal NDL Project,,,Special Project / Internal NDL Project,,,,
1207868904625413,ODL Project Reflection Report,1209399337932343,Credit Bearing?,enum,No,,,No,,,,
1207868904625413,ODL Project Reflection Report,1209399102904553,Faculty Members,text,Internal,Internal,,,,,,
1207868904625413,ODL Project Reflection Report,1209399100804462,Estimated T-Shirt Size,enum,S,,,S,,,,
1207868904625413,ODL Project Reflection Report,1209399036833272,Actual T-Shirt Size,enum,S,,,S,,,,
1207868904625413,ODL Project Reflection Report,1209399099129728,Budget,number,,,,,,,,
1207868904625413,ODL Project Reflection Report,1209427215212489,Launch Date,multi_enum,,,,,,,,
1207868904625413,ODL Project Reflection Report,1209427559926066,Modality,multi_enum,,,,,,,,
1207868904625413,ODL Project Reflection Report,1209427424739041,Platform,multi_enum,,,,,,,,
1207868904625413,ODL Project Reflection Report,1209427433494706,XR Component,multi_enum,,,,,,,,
1207868904625413,ODL Project Reflection Report,1209427564982194,External Partner(s),text,,,,,,,,
1207868904625413,ODL Project Reflection Report,1209427430938675,Intended Audience,multi_enum,,,,,,,,
1207868904625413,ODL Project Reflection Report,1209427520934105,Project Funding Source,multi_enum,,,,,,,,
1207868904625413,ODL Project Reflection Report,1209427439080051,Future Iteration,multi_enum,,,,,,,,
1207868904625413,ODL Project Reflection Report,1209527325029623,Academic Department,enum,ND Learning,,,ND Learning,,,,
1207868904625413,ODL Project Reflection Report,1209784442313102,Project Members,people,"Michael Lerma, Lawrence Greenspun",,,,,,"Michael Lerma, Lawrence Greenspun",
1207868904625413,ODL Project Reflection Report,1212690207649115,Current Phase,enum,,,,,,,,
1207868904625413,ODL Project Reflection Report,1212955082668042,Impact Tracker Status,enum,,,,,,,,
1207868904625413,ODL Project Reflection Report,1203976499880499,Estimated time,number,,,,,,,,
1207868904625413,ODL Project Reflection Report,1209399345312015,Academic Department / Institute,text,ND Learning,ND Learning,,,,,,
1207906802350226,FA Faculty Workshop Series,1207760971753571,Progress,enum,Design,,,Design,,,,
1207906802350226,FA Faculty Workshop Series,1207789348846048,Weekly Meeting Status,enum,In Progress,,,In Progress,,,,
1207906802350226,FA Faculty Workshop Series,1207867857544034,Project Point Person,people,"Kuangchen Hsu, Brianna Stines, Yi Lu",,,,,,"Kuangchen Hsu, Brianna Stines, Yi Lu",
1207906802350226,FA Faculty Workshop Series,1206060337251839,Priority,enum,,,,,,,,
1207906802350226,FA Faculty Workshop Series,1208711651902976,End Date,date,2024-12-13T00:00:00.000Z,,,,,2024-12-13,,
1207906802350226,FA Faculty Workshop Series,1208664289280378,Actual time rollup,number,,,,,,,,
1207906802350226,FA Faculty Workshop Series,1207789356643216,Project Type,enum,Consultation,,,Consultation,,,,
1207906802350226,FA Faculty Workshop Series,1208709671963773,Started Range,enum,June 2024 - Dec 2024,,,June 2024 - Dec 2024,,,,
1207906802350226,FA Faculty Workshop Series,1208875849398993,ODL Project Status,enum,Complete,,,Complete,,,,
1207906802350226,FA Faculty Workshop Series,1209308807420092,Post-Project Status,enum,No report produced,,,No report produced,,,,
1207906802350226,FA Faculty Workshop Series,1209399038539552,Type of Project,enum,Special Project / Internal NDL Project,,,Special Project / Internal NDL Project,,,,
1207906802350226,FA Faculty Workshop Series,1209527325029623,Academic Department,enum,ND Learning,,,ND Learning,,,,
1207906802350226,FA Faculty Workshop Series,1209399102904553,Faculty Members,text,n/a,n/a,,,,,,
1207906802350226,FA Faculty Workshop Series,1209784442313102,Project Members,people,"Yi Lu, Kuangchen Hsu, Brianna Stines",,,,,,"Yi Lu, Kuangchen Hsu, Brianna Stines",
1207906802350226,FA Faculty Workshop Series,1209399337932343,Credit Bearing?,enum,No,,,No,,,,
1207906802350226,FA Faculty Workshop Series,1209399100804462,Estimated T-Shirt Size,enum,S,,,S,,,,
1207907772727914,ND Elevate Updates,1207867857544034,Project Point Person,people,"Brianna Stines, Colin Gallagher",,,,,,"Brianna Stines, Colin Gallagher",
1207907772727914,ND Elevate Updates,1207789348846048,Weekly Meeting Status,enum,In Progress,,,In Progress,,,,
1207907772727914,ND Elevate Updates,1207760971753571,Progress,enum,Pre-Production,,,Pre-Production,,,,
1207907772727914,ND Elevate Updates,1208709671963773,Started Range,enum,June 2024 - Dec 2024,,,June 2024 - Dec 2024,,,,
1207907772727914,ND Elevate Updates,1207789356643216,Project Type,enum,Design + Media Project,,,Design + Media Project,,,,
1207907772727914,ND Elevate Updates,1208711651902976,End Date,date,2025-02-14T00:00:00.000Z,,,,,2025-02-14,,
1207907772727914,ND Elevate Updates,1208664289280378,Actual time rollup,number,1d 8h,,1940,,,,,
1207907772727914,ND Elevate Updates,1208875849398993,ODL Project Status,enum,Complete,,,Complete,,,,
1207907772727914,ND Elevate Updates,1209399038539552,Type of Project,enum,Course Redesign / Refresh,,,Course Redesign / Refresh,,,,
1207907772727914,ND Elevate Updates,1209399337932343,Credit Bearing?,enum,No,,,No,,,,
1207907772727914,ND Elevate Updates,1209399345312015,Academic Department / Institute,text,Notre Dame Deloitte Center for Ethical Leadership,Notre Dame Deloitte Center for Ethical Leadership,,,,,,
1207907772727914,ND Elevate Updates,1209527325029623,Academic Department,enum,Notre Dame Deloitte Center for Ethical Leadership,,,Notre Dame Deloitte Center for Ethical Leadership,,,,
1207907772727914,ND Elevate Updates,1209399102904553,Faculty Members,text,"Jessica McManus Warnell, Kristen Collett-Schmitt","Jessica McManus Warnell, Kristen Collett-Schmitt",,,,,,
1207907772727914,ND Elevate Updates,1209399100804462,Estimated T-Shirt Size,enum,L,,,L,,,,
1207907772727914,ND Elevate Updates,1209399036833272,Actual T-Shirt Size,enum,L,,,L,,,,
1207907772727914,ND Elevate Updates,1209784442313102,Project Members,people,"Michael Lerma, Brianna Stines, Yi Lu",,,,,,"Michael Lerma, Brianna Stines, Yi Lu",
1207942229848224,National Education Opportunities Network (NEON),1206060337251839,Priority,enum,,,,,,,,
1207942229848224,National Education Opportunities Network (NEON),1207867857544034,Project Point Person,people,"Sonia Howell, Brianna Stines",,,,,,"Sonia Howell, Brianna Stines",
1207942229848224,National Education Opportunities Network (NEON),1207789348846048,Weekly Meeting Status,enum,In Progress,,,In Progress,,,,
1207942229848224,National Education Opportunities Network (NEON),1208709671963773,Started Range,enum,June 2024 - Dec 2024,,,June 2024 - Dec 2024,,,,
1207942229848224,National Education Opportunities Network (NEON),1207789356643216,Project Type,enum,Signature Project,,,Signature Project,,,,
1207942229848224,National Education Opportunities Network (NEON),1208875849398993,ODL Project Status,enum,In Progress,,,In Progress,,,,
1207942229848224,National Education Opportunities Network (NEON),1208664289280378,Actual time rollup,number,1d 22h,,2774,,,,,
1207942229848224,National Education Opportunities Network (NEON),1209399038539552,Type of Project,enum,Inter-organizational Project,,,Inter-organizational Project,,,,
1207942229848224,National Education Opportunities Network (NEON),1209399337932343,Credit Bearing?,enum,Yes,,,Yes,,,,
1207942229848224,National Education Opportunities Network (NEON),1209784442313102,Project Members,people,"Lawrence Greenspun, Brianna Stines",,,,,,"Lawrence Greenspun, Brianna Stines",
1207942229848224,National Education Opportunities Network (NEON),1209399100804462,Estimated T-Shirt Size,enum,L,,,L,,,,
1207942229848224,National Education Opportunities Network (NEON),1212955082668042,Impact Tracker Status,enum,Outdated,,,Outdated,,,,
1207942229848224,National Education Opportunities Network (NEON),1216016157752503,Actual time (total),number,51h 15m,,3075,,,,,
1207942229848224,National Education Opportunities Network (NEON),1216016157752495,Estimated time (total),number,24h 00m,,1440,,,,,
1207942229848229,COIL,1207760971753571,Progress,enum,,,,,,,,
1207942229848229,COIL,1207789348846048,Weekly Meeting Status,enum,On Hold,,,On Hold,,,,
1207942229848229,COIL,1207867857544034,Project Point Person,people,Sonia Howell,,,,,,Sonia Howell,
1207942229848229,COIL,1206060337251839,Priority,enum,,,,,,,,
1207942229848229,COIL,1208711651902976,End Date,date,,,,,,,,
1207942229848229,COIL,1208664289280378,Actual time rollup,number,,,,,,,,
1207942229848229,COIL,1207789356643216,Project Type,enum,,,,,,,,
1207942229848229,COIL,1208709671963773,Started Range,enum,,,,,,,,
1207942229848229,COIL,1208875849398993,ODL Project Status,enum,In Progress,,,In Progress,,,,
1207942229848229,COIL,1209399038539552,Type of Project,enum,,,,,,,,
1207942229848229,COIL,1209399337932343,Credit Bearing?,enum,Yes,,,Yes,,,,
1207942229848229,COIL,1209399102904553,Faculty Members,text,,,,,,,,
1207942229848229,COIL,1209399100804462,Estimated T-Shirt Size,enum,M,,,M,,,,
1207942229848229,COIL,1209399036833272,Actual T-Shirt Size,enum,,,,,,,,
1207942229848229,COIL,1209399099129728,Budget,number,,,,,,,,
1207942229848229,COIL,1209427215212489,Launch Date,multi_enum,,,,,,,,
1207942229848229,COIL,1209427559926066,Modality,multi_enum,,,,,,,,
1207942229848229,COIL,1209427424739041,Platform,multi_enum,,,,,,,,
1207942229848229,COIL,1209427433494706,XR Component,multi_enum,,,,,,,,
1207942229848229,COIL,1209427564982194,External Partner(s),text,,,,,,,,
1207942229848229,COIL,1209427430938675,Intended Audience,multi_enum,,,,,,,,
1207942229848229,COIL,1209427520934105,Project Funding Source,multi_enum,,,,,,,,
1207942229848229,COIL,1209427439080051,Future Iteration,multi_enum,,,,,,,,
1207942229848229,COIL,1209527325029623,Academic Department,enum,,,,,,,,
1207942229848229,COIL,1209784442313102,Project Members,people,,,,,,,,
1207942229848229,COIL,1212690207649115,Current Phase,enum,,,,,,,,
1207942229848229,COIL,1212955082668042,Impact Tracker Status,enum,Up to date,,,Up to date,,,,
1207942229848229,COIL,1203976499880499,Estimated time,number,,,,,,,,
1207942229848229,COIL,1216016157752495,Estimated time (total),number,82h 00m,,4920,,,,,
1207942229848229,COIL,1216016157752503,Actual time (total),number,21h 00m,,1260,,,,,
1207942229848234,Digital Learning Task Force,1207760971753571,Progress,enum,,,,,,,,
1207942229848234,Digital Learning Task Force,1207789348846048,Weekly Meeting Status,enum,In Progress,,,In Progress,,,,
1207942229848234,Digital Learning Task Force,1207867857544034,Project Point Person,people,Sonia Howell,,,,,,Sonia Howell,
1207942229848234,Digital Learning Task Force,1206060337251839,Priority,enum,,,,,,,,
1207942229848234,Digital Learning Task Force,1208711651902976,End Date,date,,,,,,,,
1207942229848234,Digital Learning Task Force,1208664289280378,Actual time rollup,number,,,,,,,,
1207942229848234,Digital Learning Task Force,1207789356643216,Project Type,enum,Special Project,,,Special Project,,,,
1207942229848234,Digital Learning Task Force,1208709671963773,Started Range,enum,June 2024 - Dec 2024,,,June 2024 - Dec 2024,,,,
1207967599155608,Online Pedagogy Course  ,1207760971753571,Progress,enum,Design,,,Design,,,,
1207967599155608,Online Pedagogy Course  ,1207789348846048,Weekly Meeting Status,enum,In Progress,,,In Progress,,,,
1207967599155608,Online Pedagogy Course  ,1207867857544034,Project Point Person,people,"Kuangchen Hsu, Brianna Stines, Yi Lu, Sonia Howell",,,,,,"Kuangchen Hsu, Brianna Stines, Yi Lu, Sonia Howell",
1207967599155608,Online Pedagogy Course  ,1206060337251839,Priority,enum,,,,,,,,
1207967599155608,Online Pedagogy Course  ,1208711651902976,End Date,date,2024-12-20T00:00:00.000Z,,,,,2024-12-20,,
1207967599155608,Online Pedagogy Course  ,1208664289280378,Actual time rollup,number,1d 15h,,2350,,,,,
1207967599155608,Online Pedagogy Course  ,1207789356643216,Project Type,enum,Design + Media Project,,,Design + Media Project,,,,
1207967599155608,Online Pedagogy Course  ,1208709671963773,Started Range,enum,June 2024 - Dec 2024,,,June 2024 - Dec 2024,,,,
1207967599155608,Online Pedagogy Course  ,1208875849398993,ODL Project Status,enum,Complete,,,Complete,,,,
1207967599155608,Online Pedagogy Course  ,1209399038539552,Type of Project,enum,New Course Design,,,New Course Design,,,,
1207967599155608,Online Pedagogy Course  ,1209399337932343,Credit Bearing?,enum,Yes,,,Yes,,,,
1207967599155608,Online Pedagogy Course  ,1209399345312015,Academic Department / Institute,text,Math,Math,,,,,,
1207967599155608,Online Pedagogy Course  ,1209399100804462,Estimated T-Shirt Size,enum,S,,,S,,,,
1207967599155608,Online Pedagogy Course  ,1209399036833272,Actual T-Shirt Size,enum,M,,,M,,,,
1207967599155608,Online Pedagogy Course  ,1209527325029623,Academic Department,enum,Math,,,Math,,,,
1207967599155608,Online Pedagogy Course  ,1209399102904553,Faculty Members,text,Brian Mulholland,Brian Mulholland,,,,,,
1207967599155608,Online Pedagogy Course  ,1209784442313102,Project Members,people,"Kuangchen Hsu, Michael Lerma, Kevin DeCloedt, KC Frye, Yi Lu, Brianna Stines",,,,,,"Kuangchen Hsu, Michael Lerma, Kevin DeCloedt, KC Frye, Yi Lu, Brianna Stines",
1208031566113859,FCTA - Calculus I,1207760971753571,Progress,enum,Analysis,,,Analysis,,,,
1208031566113859,FCTA - Calculus I,1207789348846048,Weekly Meeting Status,enum,In Progress,,,In Progress,,,,
1208031566113859,FCTA - Calculus I,1207867857544034,Project Point Person,people,"Brianna Stines, Kuangchen Hsu",,,,,,"Brianna Stines, Kuangchen Hsu",
1208031566113859,FCTA - Calculus I,1206060337251839,Priority,enum,,,,,,,,
1208031566113859,FCTA - Calculus I,1208711651902976,End Date,date,,,,,,,,
1208031566113859,FCTA - Calculus I,1208664289280378,Actual time rollup,number,2h 45m,,165,,,,,
1208031566113859,FCTA - Calculus I,1207789356643216,Project Type,enum,Signature Project,,,Signature Project,,,,
1208031566113859,FCTA - Calculus I,1208709671963773,Started Range,enum,June 2024 - Dec 2024,,,June 2024 - Dec 2024,,,,
1208031566113859,FCTA - Calculus I,1208875849398993,ODL Project Status,enum,In Progress,,,In Progress,,,,
1208031566113859,FCTA - Calculus I,1209399038539552,Type of Project,enum,New Course Design,,,New Course Design,,,,
1208031566113859,FCTA - Calculus I,1209399337932343,Credit Bearing?,enum,Yes,,,Yes,,,,
1208031566113859,FCTA - Calculus I,1209399102904553,Faculty Members,text,,,,,,,,
1208031566113859,FCTA - Calculus I,1209399100804462,Estimated T-Shirt Size,enum,XL,,,XL,,,,
1208031566113859,FCTA - Calculus I,1209399036833272,Actual T-Shirt Size,enum,,,,,,,,
1208031566113859,FCTA - Calculus I,1209399099129728,Budget,number,,,,,,,,
