project_gid,project_name,task_gid,task_name,section,canonical_phase,custom_field_gid,custom_field_name,resource_subtype,display_value,text_value,number_value,enum_value,multi_enum_values,date_value,people_value,reference_value
1206434839973092,Project Requests & Intake ,1206434840077301,1000 Cuts for Moreau,Untitled section,Untitled section,1206434839973101,Status,enum,Vetting,,,Vetting,,,,
1206434839973092,Project Requests & Intake ,1206434840077301,1000 Cuts for Moreau,Untitled section,Untitled section,1206434839973111,Project Type,enum,XR,,,XR,,,,
1206434839973092,Project Requests & Intake ,1206434840077301,1000 Cuts for Moreau,Untitled section,Untitled section,1206434840077342,Form,enum,Work With Us,,,Work With Us,,,,
1206434839973092,Project Requests & Intake ,1206434839973095,ODL Consultation with Chris Frederick (Data Science),Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434839973095,ODL Consultation with Chris Frederick (Data Science),Untitled section,Untitled section,1206434839973111,Project Type,enum,Consultation,,,Consultation,,,,
1206434839973092,Project Requests & Intake ,1206434839973095,ODL Consultation with Chris Frederick (Data Science),Untitled section,Untitled section,1206434840077342,Form,enum,Work With Us,,,Work With Us,,,,
1206434839973092,Project Requests & Intake ,1206434839973097,Mary Scott,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434839973097,Mary Scott,Untitled section,Untitled section,1206434839973111,Project Type,enum,Media,,,Media,,,,
1206434839973092,Project Requests & Intake ,1206434839973097,Mary Scott,Untitled section,Untitled section,1206434840077342,Form,enum,Current Project,,,Current Project,,,,
1206434839973092,Project Requests & Intake ,1206434839973108,Media Entrepreneurship (Chris Hedlin),Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434839973108,Media Entrepreneurship (Chris Hedlin),Untitled section,Untitled section,1206434839973111,Project Type,enum,XR,,,XR,,,,
1206434839973092,Project Requests & Intake ,1206434839973108,Media Entrepreneurship (Chris Hedlin),Untitled section,Untitled section,1206434840077342,Form,enum,,,,,,,,
1206434839973092,Project Requests & Intake ,1206434839973117,Tim Hubbard RITEL ,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434839973117,Tim Hubbard RITEL ,Untitled section,Untitled section,1206434839973111,Project Type,enum,XR,,,XR,,,,
1206434839973092,Project Requests & Intake ,1206434839973117,Tim Hubbard RITEL ,Untitled section,Untitled section,1206434840077342,Form,enum,Current Project,,,Current Project,,,,
1206434839973092,Project Requests & Intake ,1206434840077285,Amanda McKendree Crisis Communications,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434840077285,Amanda McKendree Crisis Communications,Untitled section,Untitled section,1206434839973111,Project Type,enum,XR,,,XR,,,,
1206434839973092,Project Requests & Intake ,1206434840077285,Amanda McKendree Crisis Communications,Untitled section,Untitled section,1206434840077342,Form,enum,Current Project,,,Current Project,,,,
1206434839973092,Project Requests & Intake ,1206434840077289,Tim Hubbard Boardroom Sim.,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434840077289,Tim Hubbard Boardroom Sim.,Untitled section,Untitled section,1206434839973111,Project Type,enum,XR,,,XR,,,,
1206434839973092,Project Requests & Intake ,1206434840077289,Tim Hubbard Boardroom Sim.,Untitled section,Untitled section,1206434840077342,Form,enum,Current Project,,,Current Project,,,,
1206434839973092,Project Requests & Intake ,1206434840077293,Innovation and Design Thinking - Emily Harris ,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434840077293,Innovation and Design Thinking - Emily Harris ,Untitled section,Untitled section,1206434839973111,Project Type,enum,XR,,,XR,,,,
1206434839973092,Project Requests & Intake ,1206434840077293,Innovation and Design Thinking - Emily Harris ,Untitled section,Untitled section,1206434840077342,Form,enum,Current Project,,,Current Project,,,,
1206434839973092,Project Requests & Intake ,1206434840077297,John Busenbark Boardroom Simulation,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434840077297,John Busenbark Boardroom Simulation,Untitled section,Untitled section,1206434839973111,Project Type,enum,XR,,,XR,,,,
1206434839973092,Project Requests & Intake ,1206434840077297,John Busenbark Boardroom Simulation,Untitled section,Untitled section,1206434840077342,Form,enum,Current Project,,,Current Project,,,,
1206434839973092,Project Requests & Intake ,1206434840077305,Carbon Neutral VR V2,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434840077305,Carbon Neutral VR V2,Untitled section,Untitled section,1206434839973111,Project Type,enum,XR,,,XR,,,,
1206434839973092,Project Requests & Intake ,1206434840077305,Carbon Neutral VR V2,Untitled section,Untitled section,1206434840077342,Form,enum,Current Project,,,Current Project,,,,
1206434839973092,Project Requests & Intake ,1206434840077309,Innovation and Design Thinking (Wendy Angst) Uganda,Untitled section,Untitled section,1206434839973101,Status,enum,Vetting,,,Vetting,,,,
1206434839973092,Project Requests & Intake ,1206434840077309,Innovation and Design Thinking (Wendy Angst) Uganda,Untitled section,Untitled section,1206434839973111,Project Type,enum,XR,,,XR,,,,
1206434839973092,Project Requests & Intake ,1206434840077309,Innovation and Design Thinking (Wendy Angst) Uganda,Untitled section,Untitled section,1206434840077342,Form,enum,Current Project,,,Current Project,,,,
1206434839973092,Project Requests & Intake ,1206434840077315,NDIAS Liturgy in VR,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434840077315,NDIAS Liturgy in VR,Untitled section,Untitled section,1206434839973111,Project Type,enum,XR,,,XR,,,,
1206434839973092,Project Requests & Intake ,1206434840077315,NDIAS Liturgy in VR,Untitled section,Untitled section,1206434840077342,Form,enum,Current Project,,,Current Project,,,,
1206434839973092,Project Requests & Intake ,1206434840077323,XR Inclusivity Module,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434840077323,XR Inclusivity Module,Untitled section,Untitled section,1206434839973111,Project Type,enum,XR,,,XR,,,,
1206434839973092,Project Requests & Intake ,1206434840077323,XR Inclusivity Module,Untitled section,Untitled section,1206434840077342,Form,enum,Current Project,,,Current Project,,,,
1206434839973092,Project Requests & Intake ,1206434840077327,Ceclila Kim VR,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434840077327,Ceclila Kim VR,Untitled section,Untitled section,1206434839973111,Project Type,enum,Consultation,,,Consultation,,,,
1206434839973092,Project Requests & Intake ,1206434840077327,Ceclila Kim VR,Untitled section,Untitled section,1206434840077342,Form,enum,Current Project,,,Current Project,,,,
1206434839973092,Project Requests & Intake ,1206434840077331,Justin Barfield VR Class,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434840077331,Justin Barfield VR Class,Untitled section,Untitled section,1206434839973111,Project Type,enum,XR,,,XR,,,,
1206434839973092,Project Requests & Intake ,1206434840077331,Justin Barfield VR Class,Untitled section,Untitled section,1206434840077342,Form,enum,Current Project,,,Current Project,,,,
1206434839973092,Project Requests & Intake ,1206434840077335,XR ERR Grant,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434840077335,XR ERR Grant,Untitled section,Untitled section,1206434839973111,Project Type,enum,XR,,,XR,,,,
1206434839973092,Project Requests & Intake ,1206434840077335,XR ERR Grant,Untitled section,Untitled section,1206434840077342,Form,enum,Current Project,,,Current Project,,,,
1206434839973092,Project Requests & Intake ,1206434840077337,XR White Paper,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434840077337,XR White Paper,Untitled section,Untitled section,1206434839973111,Project Type,enum,XR,,,XR,,,,
1206434839973092,Project Requests & Intake ,1206434840077337,XR White Paper,Untitled section,Untitled section,1206434840077342,Form,enum,Current Project,,,Current Project,,,,
1206434839973092,Project Requests & Intake ,1206434840077364,AI Video Series,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434840077364,AI Video Series,Untitled section,Untitled section,1206434839973111,Project Type,enum,Media,,,Media,,,,
1206434839973092,Project Requests & Intake ,1206434840077364,AI Video Series,Untitled section,Untitled section,1206434840077342,Form,enum,Work With Us,,,Work With Us,,,,
1206434839973092,Project Requests & Intake ,1206434840077369,RAM DIY Video Series,Untitled section,Untitled section,1206434839973101,Status,enum,Vetting,,,Vetting,,,,
1206434839973092,Project Requests & Intake ,1206434840077369,RAM DIY Video Series,Untitled section,Untitled section,1206434839973111,Project Type,enum,Media,,,Media,,,,
1206434839973092,Project Requests & Intake ,1206434840077369,RAM DIY Video Series,Untitled section,Untitled section,1206434840077342,Form,enum,Work With Us,,,Work With Us,,,,
1206434839973092,Project Requests & Intake ,1206518008543172,Lisa Shrich Peace Studies,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206518008543172,Lisa Shrich Peace Studies,Untitled section,Untitled section,1206434839973111,Project Type,enum,XR,,,XR,,,,
1206434839973092,Project Requests & Intake ,1206518008543172,Lisa Shrich Peace Studies,Untitled section,Untitled section,1206434840077342,Form,enum,Work With Us,,,Work With Us,,,,
1206434839973092,Project Requests & Intake ,1206560628399540,DS Military Trailer,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206560628399540,DS Military Trailer,Untitled section,Untitled section,1206434839973111,Project Type,enum,Media,,,Media,,,,
1206434839973092,Project Requests & Intake ,1206560628399540,DS Military Trailer,Untitled section,Untitled section,1206434840077342,Form,enum,Work With Us,,,Work With Us,,,,
1206434839973092,Project Requests & Intake ,1206434840077374,Engineering Innovation Hub Training Videos,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434840077374,Engineering Innovation Hub Training Videos,Untitled section,Untitled section,1206434839973111,Project Type,enum,Media,,,Media,,,,
1206434839973092,Project Requests & Intake ,1206434840077374,Engineering Innovation Hub Training Videos,Untitled section,Untitled section,1206434840077342,Form,enum,Current Project,,,Current Project,,,,
1206434839973092,Project Requests & Intake ,1206434840077379,NDIAS Trailer Rhythms and Faith,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434840077379,NDIAS Trailer Rhythms and Faith,Untitled section,Untitled section,1206434839973111,Project Type,enum,Media,,,Media,,,,
1206434839973092,Project Requests & Intake ,1206434840077379,NDIAS Trailer Rhythms and Faith,Untitled section,Untitled section,1206434840077342,Form,enum,Current Project,,,Current Project,,,,
1206434839973092,Project Requests & Intake ,1206434840077384,NDIAS Trailer Global Catholicism,Untitled section,Untitled section,1206434839973101,Status,enum,Complete,,,Complete,,,,
1206434839973092,Project Requests & Intake ,1206434840077384,NDIAS Trailer Global Catholicism,Untitled section,Untitled section,1206434839973111,Project Type,enum,Media,,,Media,,,,
1206434839973092,Project Requests & Intake ,1206434840077384,NDIAS Trailer Global Catholicism,Untitled section,Untitled section,1206434840077342,Form,enum,Current Project,,,Current Project,,,,
1206594949252410,2024 Projects,1207305059400439,DS Interviews,Untitled section,Untitled section,1206594970954918,Project,enum,,,,,,,,
1206594949252410,2024 Projects,1207305059400439,DS Interviews,Untitled section,Untitled section,1206594970989129,Design,enum,,,,,,,,
1206594949252410,2024 Projects,1207305059400439,DS Interviews,Untitled section,Untitled section,1206594970954904,Media,enum,Matthew,,,Matthew,,,,
1206594949252410,2024 Projects,1207305059400439,DS Interviews,Untitled section,Untitled section,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1207305059400439,DS Interviews,Untitled section,Untitled section,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1207305059400436,Data Science Military Trailer,Untitled section,Untitled section,1206594970954918,Project,enum,,,,,,,,
1206594949252410,2024 Projects,1207305059400436,Data Science Military Trailer,Untitled section,Untitled section,1206594970989129,Design,enum,,,,,,,,
1206594949252410,2024 Projects,1207305059400436,Data Science Military Trailer,Untitled section,Untitled section,1206594970954904,Media,enum,Matthew,,,Matthew,,,,
1206594949252410,2024 Projects,1207305059400436,Data Science Military Trailer,Untitled section,Untitled section,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1207305059400436,Data Science Military Trailer,Untitled section,Untitled section,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1207305059400430,Keona Lewis (Intern Management),Untitled section,Untitled section,1206594970954918,Project,enum,,,,,,,,
1206594949252410,2024 Projects,1207305059400430,Keona Lewis (Intern Management),Untitled section,Untitled section,1206594970989129,Design,enum,,,,,,,,
1206594949252410,2024 Projects,1207305059400430,Keona Lewis (Intern Management),Untitled section,Untitled section,1206594970954904,Media,enum,,,,,,,,
1206594949252410,2024 Projects,1207305059400430,Keona Lewis (Intern Management),Untitled section,Untitled section,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1207305059400430,Keona Lewis (Intern Management),Untitled section,Untitled section,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1207305059400424,ASCENT Program Overview,Untitled section,Untitled section,1206594970954918,Project,enum,,,,,,,,
1206594949252410,2024 Projects,1207305059400424,ASCENT Program Overview,Untitled section,Untitled section,1206594970989129,Design,enum,,,,,,,,
1206594949252410,2024 Projects,1207305059400424,ASCENT Program Overview,Untitled section,Untitled section,1206594970954904,Media,enum,,,,,,,,
1206594949252410,2024 Projects,1207305059400424,ASCENT Program Overview,Untitled section,Untitled section,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1207305059400424,ASCENT Program Overview,Untitled section,Untitled section,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1207305059400419,FCTA Media,Untitled section,Untitled section,1206594970954918,Project,enum,,,,,,,,
1206594949252410,2024 Projects,1207305059400419,FCTA Media,Untitled section,Untitled section,1206594970989129,Design,enum,,,,,,,,
1206594949252410,2024 Projects,1207305059400419,FCTA Media,Untitled section,Untitled section,1206594970954904,Media,enum,Alyssa,,,Alyssa,,,,
1206594949252410,2024 Projects,1207305059400419,FCTA Media,Untitled section,Untitled section,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1207305059400419,FCTA Media,Untitled section,Untitled section,1207305059400445,Additional Team,text,Kevin,Kevin,,,,,,
1206594949252410,2024 Projects,1206594970265643,FCTA Design,Untitled section,Untitled section,1206594970954918,Project,enum,FCTA,,,FCTA,,,,
1206594949252410,2024 Projects,1206594970265643,FCTA Design,Untitled section,Untitled section,1206594970989129,Design,enum,Bri,,,Bri,,,,
1206594949252410,2024 Projects,1206594970265643,FCTA Design,Untitled section,Untitled section,1206594970954904,Media,enum,,,,,,,,
1206594949252410,2024 Projects,1206594970265643,FCTA Design,Untitled section,Untitled section,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1206594970265643,FCTA Design,Untitled section,Untitled section,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1206594970265650,FCTA Media,Untitled section,Untitled section,1206594970954918,Project,enum,FCTA,,,FCTA,,,,
1206594949252410,2024 Projects,1206594970265650,FCTA Media,Untitled section,Untitled section,1206594970989129,Design,enum,,,,,,,,
1206594949252410,2024 Projects,1206594970265650,FCTA Media,Untitled section,Untitled section,1206594970954904,Media,enum,KC,,,KC,,,,
1206594949252410,2024 Projects,1206594970265650,FCTA Media,Untitled section,Untitled section,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1206594970265650,FCTA Media,Untitled section,Untitled section,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1206594971366509,Summer Online,Untitled section,Untitled section,1206594970954918,Project,enum,Summer Online,,,Summer Online,,,,
1206594949252410,2024 Projects,1206594971366509,Summer Online,Untitled section,Untitled section,1206594970989129,Design,enum,Bri,,,Bri,,,,
1206594949252410,2024 Projects,1206594971366509,Summer Online,Untitled section,Untitled section,1206594970954904,Media,enum,,,,,,,,
1206594949252410,2024 Projects,1206594971366509,Summer Online,Untitled section,Untitled section,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1206594971366509,Summer Online,Untitled section,Untitled section,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1206594971366524,Engineering Trailer,Untitled section,Untitled section,1206594970954918,Project,enum,Engineering Trailer,,,Engineering Trailer,,,,
1206594949252410,2024 Projects,1206594971366524,Engineering Trailer,Untitled section,Untitled section,1206594970989129,Design,enum,,,,,,,,
1206594949252410,2024 Projects,1206594971366524,Engineering Trailer,Untitled section,Untitled section,1206594970954904,Media,enum,Bill,,,Bill,,,,
1206594949252410,2024 Projects,1206594971366524,Engineering Trailer,Untitled section,Untitled section,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1206594971366524,Engineering Trailer,Untitled section,Untitled section,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1206594971366531,NDIAS/GGUNS Trailer,Untitled section,Untitled section,1206594970954918,Project,enum,NDIAS Trailer,,,NDIAS Trailer,,,,
1206594949252410,2024 Projects,1206594971366531,NDIAS/GGUNS Trailer,Untitled section,Untitled section,1206594970989129,Design,enum,,,,,,,,
1206594949252410,2024 Projects,1206594971366531,NDIAS/GGUNS Trailer,Untitled section,Untitled section,1206594970954904,Media,enum,Bill,,,Bill,,,,
1206594949252410,2024 Projects,1206594971366531,NDIAS/GGUNS Trailer,Untitled section,Untitled section,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1206594971366531,NDIAS/GGUNS Trailer,Untitled section,Untitled section,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1206595314979091,Global Catholicism (Design) ,Untitled section,Untitled section,1206594970954918,Project,enum,Global Catholicism Trailer,,,Global Catholicism Trailer,,,,
1206594949252410,2024 Projects,1206595314979091,Global Catholicism (Design) ,Untitled section,Untitled section,1206594970989129,Design,enum,Kuangchen,,,Kuangchen,,,,
1206594949252410,2024 Projects,1206595314979091,Global Catholicism (Design) ,Untitled section,Untitled section,1206594970954904,Media,enum,,,,,,,,
1206594949252410,2024 Projects,1206595314979091,Global Catholicism (Design) ,Untitled section,Untitled section,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1206595314979091,Global Catholicism (Design) ,Untitled section,Untitled section,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1206595314979084,Global Catholicism Trailer,Untitled section,Untitled section,1206594970954918,Project,enum,Global Catholicism Trailer,,,Global Catholicism Trailer,,,,
1206594949252410,2024 Projects,1206595314979084,Global Catholicism Trailer,Untitled section,Untitled section,1206594970989129,Design,enum,,,,,,,,
1206594949252410,2024 Projects,1206595314979084,Global Catholicism Trailer,Untitled section,Untitled section,1206594970954904,Media,enum,Bill,,,Bill,,,,
1206594949252410,2024 Projects,1206595314979084,Global Catholicism Trailer,Untitled section,Untitled section,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1206595314979084,Global Catholicism Trailer,Untitled section,Untitled section,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1206595450965883,Digital Learning Sprints,Untitled section,Untitled section,1206594970954918,Project,enum,,,,,,,,
1206594949252410,2024 Projects,1206595450965883,Digital Learning Sprints,Untitled section,Untitled section,1206594970989129,Design,enum,,,,,,,,
1206594949252410,2024 Projects,1206595450965883,Digital Learning Sprints,Untitled section,Untitled section,1206594970954904,Media,enum,,,,,,,,
1206594949252410,2024 Projects,1206595450965883,Digital Learning Sprints,Untitled section,Untitled section,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1206595450965883,Digital Learning Sprints,Untitled section,Untitled section,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1206594949252416,Leadership III (a),Ascent,Ascent,1206594970954918,Project,enum,ACE Ascent,,,ACE Ascent,,,,
1206594949252410,2024 Projects,1206594949252416,Leadership III (a),Ascent,Ascent,1206594970989129,Design,enum,Bri,,,Bri,,,,
1206594949252410,2024 Projects,1206594949252416,Leadership III (a),Ascent,Ascent,1206594970954904,Media,enum,,,,,,,,
1206594949252410,2024 Projects,1206594949252416,Leadership III (a),Ascent,Ascent,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1206594949252416,Leadership III (a),Ascent,Ascent,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1206594950740783,Leadership III (a) (Media),Ascent,Ascent,1206594970954918,Project,enum,ACE Ascent,,,ACE Ascent,,,,
1206594949252410,2024 Projects,1206594950740783,Leadership III (a) (Media),Ascent,Ascent,1206594970989129,Design,enum,,,,,,,,
1206594949252410,2024 Projects,1206594950740783,Leadership III (a) (Media),Ascent,Ascent,1206594970954904,Media,enum,Colin,,,Colin,,,,
1206594949252410,2024 Projects,1206594950740783,Leadership III (a) (Media),Ascent,Ascent,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1206594950740783,Leadership III (a) (Media),Ascent,Ascent,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1206594950740816,Leadership III (a) Animation,Ascent,Ascent,1206594970954918,Project,enum,ACE Ascent,,,ACE Ascent,,,,
1206594949252410,2024 Projects,1206594950740816,Leadership III (a) Animation,Ascent,Ascent,1206594970989129,Design,enum,,,,,,,,
1206594949252410,2024 Projects,1206594950740816,Leadership III (a) Animation,Ascent,Ascent,1206594970954904,Media,enum,Colin,,,Colin,,,,
1206594949252410,2024 Projects,1206594950740816,Leadership III (a) Animation,Ascent,Ascent,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1206594950740816,Leadership III (a) Animation,Ascent,Ascent,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1206594949252420,Geometry and Measurement,Ascent,Ascent,1206594970954918,Project,enum,ACE Ascent,,,ACE Ascent,,,,
1206594949252410,2024 Projects,1206594949252420,Geometry and Measurement,Ascent,Ascent,1206594970989129,Design,enum,Bri,,,Bri,,,,
1206594949252410,2024 Projects,1206594949252420,Geometry and Measurement,Ascent,Ascent,1206594970954904,Media,enum,Matthew,,,Matthew,,,,
1206594949252410,2024 Projects,1206594949252420,Geometry and Measurement,Ascent,Ascent,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1206594949252420,Geometry and Measurement,Ascent,Ascent,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1206594949252418,Leadership III (b),Ascent,Ascent,1206594970954918,Project,enum,ACE Ascent,,,ACE Ascent,,,,
1206594949252410,2024 Projects,1206594949252418,Leadership III (b),Ascent,Ascent,1206594970989129,Design,enum,Bri,,,Bri,,,,
1206594949252410,2024 Projects,1206594949252418,Leadership III (b),Ascent,Ascent,1206594970954904,Media,enum,Alyssa,,,Alyssa,,,,
1206594949252410,2024 Projects,1206594949252418,Leadership III (b),Ascent,Ascent,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1206594949252418,Leadership III (b),Ascent,Ascent,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1206594970265635,Algebra and Function,Ascent,Ascent,1206594970954918,Project,enum,ACE Ascent,,,ACE Ascent,,,,
1206594949252410,2024 Projects,1206594970265635,Algebra and Function,Ascent,Ascent,1206594970989129,Design,enum,Bri,,,Bri,,,,
1206594949252410,2024 Projects,1206594970265635,Algebra and Function,Ascent,Ascent,1206594970954904,Media,enum,Matthew,,,Matthew,,,,
1206594949252410,2024 Projects,1206594970265635,Algebra and Function,Ascent,Ascent,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1206594970265635,Algebra and Function,Ascent,Ascent,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1206594971366516,Inclusivity Modules (Design),Inclusivity,Inclusivity,1206594970954918,Project,enum,Inclusivity Modules,,,Inclusivity Modules,,,,
1206594949252410,2024 Projects,1206594971366516,Inclusivity Modules (Design),Inclusivity,Inclusivity,1206594970989129,Design,enum,Yi,,,Yi,,,,
1206594949252410,2024 Projects,1206594971366516,Inclusivity Modules (Design),Inclusivity,Inclusivity,1206594970954904,Media,enum,,,,,,,,
1206594949252410,2024 Projects,1206594971366516,Inclusivity Modules (Design),Inclusivity,Inclusivity,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1206594971366516,Inclusivity Modules (Design),Inclusivity,Inclusivity,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1206594950740804,Inclusivity Modules (Media),Inclusivity,Inclusivity,1206594970954918,Project,enum,Inclusivity Modules,,,Inclusivity Modules,,,,
1206594949252410,2024 Projects,1206594950740804,Inclusivity Modules (Media),Inclusivity,Inclusivity,1206594970989129,Design,enum,,,,,,,,
1206594949252410,2024 Projects,1206594950740804,Inclusivity Modules (Media),Inclusivity,Inclusivity,1206594970954904,Media,enum,,,,,,,,
1206594949252410,2024 Projects,1206594950740804,Inclusivity Modules (Media),Inclusivity,Inclusivity,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1206594950740804,Inclusivity Modules (Media),Inclusivity,Inclusivity,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1206594950740850,Inclusivity Modules (Scripting-Production),Inclusivity,Inclusivity,1206594970954918,Project,enum,Inclusivity Modules,,,Inclusivity Modules,,,,
1206594949252410,2024 Projects,1206594950740850,Inclusivity Modules (Scripting-Production),Inclusivity,Inclusivity,1206594970989129,Design,enum,,,,,,,,
1206594949252410,2024 Projects,1206594950740850,Inclusivity Modules (Scripting-Production),Inclusivity,Inclusivity,1206594970954904,Media,enum,Alyssa,,,Alyssa,,,,
1206594949252410,2024 Projects,1206594950740850,Inclusivity Modules (Scripting-Production),Inclusivity,Inclusivity,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1206594950740850,Inclusivity Modules (Scripting-Production),Inclusivity,Inclusivity,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1206594950740854,Inclusivity Modules (Editing),Inclusivity,Inclusivity,1206594970954918,Project,enum,Inclusivity Modules,,,Inclusivity Modules,,,,
1206594949252410,2024 Projects,1206594950740854,Inclusivity Modules (Editing),Inclusivity,Inclusivity,1206594970989129,Design,enum,,,,,,,,
1206594949252410,2024 Projects,1206594950740854,Inclusivity Modules (Editing),Inclusivity,Inclusivity,1206594970954904,Media,enum,Matthew,,,Matthew,,,,
1206594949252410,2024 Projects,1206594950740854,Inclusivity Modules (Editing),Inclusivity,Inclusivity,1207175049165430,Notes,text,,,,,,,,
1206594949252410,2024 Projects,1206594950740854,Inclusivity Modules (Editing),Inclusivity,Inclusivity,1207305059400445,Additional Team,text,,,,,,,,
1206594949252410,2024 Projects,1206594949252412,Radio Systems (Design),Radio Systems,Radio Systems,1206594970954918,Project,enum,Radio Systems,,,Radio Systems,,,,
1206594949252410,2024 Projects,1206594949252412,Radio Systems (Design),Radio Systems,Radio Systems,1206594970989129,Design,enum,Kuangchen,,,Kuangchen,,,,
1206594949252410,2024 Projects,1206594949252412,Radio Systems (Design),Radio Systems,Radio Systems,1206594970954904,Media,enum,,,,,,,,
1206594949252410,2024 Projects,1206594949252412,Radio Systems (Design),Radio Systems,Radio Systems,1207175049165430,Notes,text,,,,,,,,
